Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,OBV
2023-12-19,138.0,138.77000427246094,137.4499969482422,138.10000610351562,137.9430389404297,20661000,0.0,0.0,,,,,,,,,,,20661000
2023-12-20,140.3300018310547,143.0780029296875,139.41000366210938,139.66000366210938,139.50125122070312,33507300,0.0,0.0,,,,,,,,,,,54168300
2023-12-21,140.77000427246094,142.02999877929688,140.47300720214844,141.8000030517578,141.63882446289062,18101500,0.0,0.0,,,,,,,,,,,72269800
2023-12-22,142.1300048828125,143.25,142.05499267578125,142.72000122070312,142.55776977539062,18494700,0.0,0.0,,,,,,,,,,,90764500
2023-12-26,142.97999572753906,143.94500732421875,142.5,142.82000732421875,142.6576690673828,11170100,0.0,0.0,,,,,,,,,,,101934600
2023-12-27,142.8300018310547,143.32000732421875,141.05099487304688,141.44000244140625,141.27923583984375,17288400,0.0,0.0,,,,,,,,,,,84646200
2023-12-28,141.85000610351562,142.27000427246094,140.8280029296875,141.27999877929688,141.11941528320312,12192500,0.0,0.0,,,,,,,,,,,72453700
2023-12-29,140.67999267578125,141.43499755859375,139.89999389648438,140.92999267578125,140.76980590820312,14872700,0.0,0.0,,,,,,,,,,,57581000
2024-01-02,139.60000610351562,140.61500549316406,137.74000549316406,139.55999755859375,139.4013671875,20071900,0.0,0.0,,,,,,,,,,,37509100
2024-01-03,138.60000610351562,141.08999633789062,138.42999267578125,140.36000061035156,140.20045471191406,18974300,0.0,0.0,,,,,,,,,,,56483400
2024-01-04,139.85000610351562,140.63499450683594,138.00999450683594,138.0399932861328,137.88308715820312,18253300,0.0,0.0,,,,,,,,,,,38230100
2024-01-05,138.3520050048828,138.80999755859375,136.85000610351562,137.38999938964844,137.2338409423828,15433200,0.0,0.0,,,,,,,,,,,22796900
2024-01-08,138.0,140.63999938964844,137.8800048828125,140.52999877929688,140.37026977539062,17645300,0.0,0.0,,,,,,,,,,,40442200
2024-01-09,140.05999755859375,142.8000030517578,139.7899932861328,142.55999755859375,142.39794921875,19579700,0.0,0.0,,,,63.146947869097026,,,,,,,60021900
2024-01-10,142.52000427246094,144.52499389648438,142.4600067138672,143.8000030517578,143.6365509033203,16641900,0.0,0.0,,,,66.81957685462612,,,,,,,76663800
2024-01-11,144.89500427246094,146.66000366210938,142.21499633789062,143.6699981689453,143.50669860839844,17471100,0.0,0.0,,,,66.07609782758837,,,,,,,59192700
2024-01-12,144.33999633789062,144.74000549316406,143.36000061035156,144.24000549316406,144.0760498046875,13995200,0.0,0.0,,,,67.76941622878682,,,,,,,73187900
2024-01-16,143.42999267578125,145.83999633789062,143.05599975585938,144.0800018310547,143.91622924804688,19198900,0.0,0.0,,,,66.76202881251686,,,,,,,53989000
2024-01-17,142.91000366210938,143.41000366210938,140.50999450683594,142.88999938964844,142.7275848388672,17884500,0.0,0.0,,,,59.65903240006646,,,,,,,36104500
2024-01-18,143.44000244140625,145.5850067138672,143.35000610351562,144.99000549316406,144.8251953125,18876800,0.0,0.0,141.54300079345703,,141.71295251731576,66.4438942838969,,,,145.85282527787467,141.54300079345703,137.23317630903938,54981300
2024-01-19,146.30499267578125,148.0399932861328,145.8000030517578,147.97000122070312,147.8018035888672,27170900,0.0,0.0,142.0365005493164,,142.30886191763835,73.30512923296206,,,,146.88323588990642,142.0365005493164,137.18976520872639,82152200
2024-01-22,148.7100067138672,150.01499938964844,147.5800018310547,147.7100067138672,147.5421142578125,21829200,0.0,0.0,142.4390007019043,,142.82325666013634,71.92336499150801,,,,147.74475276162676,142.4390007019043,137.13324864218183,60323000
2024-01-23,147.72000122070312,148.86000061035156,147.19000244140625,148.67999267578125,148.51100158691406,14113600,0.0,0.0,142.78300018310546,,143.38104104257872,73.89999818140306,,,,148.73161303915882,142.78300018310546,136.8343873270521,74436600
2024-01-24,150.2899932861328,151.57000732421875,149.83999633789062,150.35000610351562,150.17910766601562,19245000,0.0,0.0,143.16450042724608,,144.0447520007632,76.91354212885552,,,,149.96559939080615,143.16450042724608,136.36340146368602,93681600
2024-01-25,151.74000549316406,154.75999450683594,151.22000122070312,153.63999938964844,153.46536254882812,21495100,0.0,0.0,143.70550003051758,,144.95858508541895,81.456077580291,,,,151.89132347302046,143.70550003051758,135.5196765880147,115176700
2024-01-26,152.8699951171875,154.11000061035156,152.8000030517578,153.7899932861328,153.6151885986328,19494500,0.0,0.0,144.3229995727539,,145.79967158072503,81.63350897666211,3.206465000599195,,,153.5314406825421,144.3229995727539,135.1145584629657,134671200
2024-01-29,153.63999938964844,155.1999969482422,152.9199981689453,154.83999633789062,154.66400146484375,20909300,0.0,0.0,145.0009994506836,,146.66065489093128,82.86919543328926,3.5196385053259576,,,155.16102532468264,145.0009994506836,134.84097357668455,155580500
2024-01-30,154.00999450683594,155.0399932861328,152.77499389648438,153.0500030517578,152.87603759765625,26578900,0.0,0.0,145.60699996948242,,147.26916423958144,73.75872093353665,3.5821010345761692,,,156.16161279075413,145.60699996948242,135.0523871482107,129001600
2024-01-31,145.38999938964844,145.58999633789062,141.5500030517578,141.8000030517578,141.63882446289062,43908600,0.0,0.0,145.71900024414063,,146.748291745503,42.29032104509025,2.6927813519707797,,,156.05994183742476,145.71900024414063,135.3780586508565,85093000
2024-02-01,143.69000244140625,144.6199951171875,142.25999450683594,142.7100067138672,142.54779052734375,25526900,0.0,0.0,145.8365005493164,,146.3636931710615,44.35825803813636,2.037926834633737,,,155.98277477914596,145.8365005493164,135.69022631948687,110619900
2024-02-02,140.88999938964844,143.8800048828125,138.1699981689453,143.5399932861328,143.3768310546875,42116900,0.0,0.0,146.11150054931642,,146.09476937249687,46.250075005302726,1.5678496962212307,,,155.67926229216408,146.11150054931642,136.54373880646875,152736800
2024-02-05,144.0399932861328,146.6699981689453,143.91000366210938,144.92999267578125,144.7652587890625,29254400,0.0,0.0,146.48850021362304,,145.98383825852395,49.35562038956048,1.2925715510982343,,,155.20858194808957,146.48850021362304,137.7684184791565,181991200
2024-02-06,145.9600067138672,146.74000549316406,144.52000427246094,145.41000366210938,145.24472045898438,21517700,0.0,0.0,146.73250045776368,,145.9291873445797,50.42093912582423,1.100459105240617,,,155.03512438475002,146.73250045776368,138.42987653077734,203508900
2024-02-07,146.1199951171875,147.0,145.2100067138672,146.67999267578125,146.5132598876953,21436100,0.0,0.0,146.93850021362306,,146.00069261421794,53.22444048392225,1.038712476610982,1.9266191610212184,-0.8879066844102363,155.01825366283344,146.93850021362306,138.85874676441267,224945000
2024-02-08,146.97000122070312,147.61000061035156,146.4199981689453,147.22000122070312,147.0526580810547,18241300,0.0,0.0,147.1095001220703,,146.116817243407,54.40504546992116,1.0215759138708904,1.7456105115911529,-0.7240345977202625,155.06005152443615,147.1095001220703,139.15894871970445,243186300
2024-02-09,147.9499969482422,150.69500732421875,147.42999267578125,150.22000122070312,150.04925537109375,21877700,0.0,0.0,147.4370002746582,,146.50759666981617,60.38682713365559,1.2358241805118837,1.6436532453752992,-0.4078290648634155,155.33328110057178,147.4370002746582,139.54071944874462,265064000
2024-02-12,149.5399932861328,150.58999633789062,148.55999755859375,148.72999572753906,148.56094360351562,17236100,0.0,0.0,147.66149978637696,,146.71925372293265,56.42720615770408,1.270738205570666,1.5690702374143728,-0.2983320318437068,155.43580767070316,147.66149978637696,139.88719190205077,247827900
