Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,OBV
2023-12-19,253.47999572753903,258.3399963378906,253.00999450683597,257.2200012207031,257.2200012207031,106737400,0.0,0.0,,,,,,,,,,,106737400
2023-12-20,256.4100036621094,259.8399963378906,247.0,247.13999938964844,247.13999938964844,125097000,0.0,0.0,,,,,,,,,,,-18359600
2023-12-21,251.8999938964844,254.8000030517578,248.5500030517578,254.5,254.5,109594200,0.0,0.0,,,,,,,,,,,91234600
2023-12-22,256.760009765625,258.2200012207031,251.3699951171875,252.5399932861328,252.5399932861328,93249800,0.0,0.0,,,,,,,,,,,-2015200
2023-12-26,254.4900054931641,257.9700012207031,252.91000366210935,256.6099853515625,256.6099853515625,86892400,0.0,0.0,,,,,,,,,,,84877200
2023-12-27,258.3500061035156,263.3399963378906,257.5199890136719,261.44000244140625,261.44000244140625,106494400,0.0,0.0,,,,,,,,,,,191371600
2023-12-28,263.6600036621094,265.1300048828125,252.7100067138672,253.17999267578125,253.17999267578125,113619900,0.0,0.0,,,,,,,,,,,77751700
2023-12-29,255.1000061035156,255.19000244140625,247.42999267578125,248.47999572753903,248.47999572753903,100615300,0.0,0.0,,,,,,,,,,,-22863600
2024-01-02,250.0800018310547,251.25,244.41000366210935,248.4199981689453,248.4199981689453,104654200,0.0,0.0,,,,,,,,,,,-127517800
2024-01-03,244.97999572753903,245.67999267578125,236.32000732421875,238.4499969482422,238.4499969482422,121082600,0.0,0.0,,,,,,,,,,,-248600400
2024-01-04,239.25,242.6999969482422,237.72999572753903,237.92999267578125,237.92999267578125,102629300,0.0,0.0,,,,,,,,,,,-351229700
2024-01-05,236.8600006103516,240.1199951171875,234.8999938964844,237.4900054931641,237.4900054931641,92379400,0.0,0.0,,,,,,,,,,,-443609100
2024-01-08,236.13999938964844,241.25,235.3000030517578,240.4499969482422,240.4499969482422,85166600,0.0,0.0,,,,,,,,,,,-358442500
2024-01-09,238.1100006103516,238.9600067138672,232.0399932861328,234.9600067138672,234.9600067138672,96705700,0.0,0.0,,,,28.69748659709643,,,,,,,-455148200
2024-01-10,235.1000061035156,235.5,231.2899932861328,233.94000244140625,233.94000244140625,91628500,0.0,0.0,,,,27.881007210265196,,,,,,,-546776700
2024-01-11,230.57000732421875,230.92999267578125,225.3699951171875,227.22000122070312,227.22000122070312,105873600,0.0,0.0,,,,23.19818728289215,,,,,,,-652650300
2024-01-12,220.0800018310547,225.33999633789065,217.1499938964844,218.88999938964844,218.88999938964844,122889000,0.0,0.0,,,,18.949480695040663,,,,,,,-775539300
2024-01-16,215.1000061035156,223.4900054931641,212.17999267578125,219.91000366210935,219.91000366210935,115355000,0.0,0.0,,,,20.860811502213366,,,,,,,-660184300
2024-01-17,214.8600006103516,215.6699981689453,212.00999450683597,215.5500030517578,215.5500030517578,103164400,0.0,0.0,,,,18.818023462981188,,,,,,,-763348700
2024-01-18,216.8800048828125,217.4499969482422,208.7400054931641,211.8800048828125,211.8800048828125,108595400,0.0,0.0,239.80999908447265,,235.39393075561875,17.283778259115735,,,,268.9400238543449,239.80999908447265,210.67997431460046,-871944100
2024-01-19,209.9900054931641,213.19000244140625,207.55999755859372,212.19000244140625,212.19000244140625,102095800,0.0,0.0,237.55849914550782,,233.18403282093183,17.89272528727824,,,,267.8938340411147,237.55849914550782,207.22316424990098,-769848300
2024-01-22,212.25999450683597,217.8000030517578,206.2700042724609,208.8000030517578,208.8000030517578,117952500,0.0,0.0,235.6414993286133,,230.86174427148669,16.465205878057674,,,,268.0850222594832,235.6414993286133,203.1979763977434,-887800800
2024-01-23,211.3000030517578,215.6499938964844,207.75,209.13999938964844,209.13999938964844,106605900,0.0,0.0,233.3734992980957,,228.79300666369255,17.178889743308062,,,,266.5600051988473,233.3734992980957,200.18699339734408,-781194900
